0 0.258766 -0.00132151 0.877876 0.258695 -0.00125019 0.877921 -0.00281378 -0.39005 -0.000701138 -1.18122 -0.00203276 0.786755 0.387034 -0.00265888 -0.390121 -0.000664083 -1.18111 -0.00192772 0.786677 0.387271 
0 0.264961 -0.00771365 0.873837 0.264795 -0.00753689 0.873948 -0.0164445 -0.383775 -0.00403372 -1.19105 -0.0112141 0.79361 0.36615 -0.0160721 -0.383946 -0.00394348 -1.19078 -0.0109626 0.793422 0.366721 
0 0.274369 -0.0182357 0.867248 0.27417 -0.0180026 0.867393 -0.0381029 -0.373805 -0.00932899 -1.20666 -0.0258026 0.804501 0.332967 -0.0376319 -0.374021 -0.00921465 -1.20632 -0.0254847 0.804263 0.333689 
0 0.284102 -0.0303302 0.859744 0.283891 -0.030053 0.859915 -0.0619848 -0.362811 -0.0151679 -1.22387 -0.0418889 0.81651 0.296377 -0.0614475 -0.363057 -0.0150373 -1.22349 -0.0415262 0.816239 0.297201 
0 0.297423 -0.0494113 0.848009 0.297125 -0.0489453 0.848294 -0.0978966 -0.346279 -0.0239481 -1.24976 -0.0660781 0.834568 0.241356 -0.0970417 -0.346672 -0.0237388 -1.24914 -0.0655025 0.834138 0.242666 
0 0.311598 -0.0742855 0.83281 0.311322 -0.0737389 0.833143 -0.142242 -0.325864 -0.0347901 -1.28172 -0.095948 0.856867 0.173414 -0.141292 -0.326301 -0.0345576 -1.28104 -0.0953083 0.856389 0.174869 
0 0.324755 -0.104652 0.814266 0.324514 -0.103993 0.814668 -0.19369 -0.30218 -0.0473686 -1.31881 -0.130602 0.882737 0.0945907 -0.192598 -0.302683 -0.0471016 -1.31802 -0.129867 0.882189 0.0962621 
0 0.335278 -0.140729 0.792057 0.335105 -0.139954 0.792537 -0.252295 -0.275201 -0.0616973 -1.36105 -0.170077 0.912207 0.00480015 -0.251057 -0.275771 -0.0613943 -1.36016 -0.169243 0.911585 0.00669697 
0 0.34128 -0.182399 0.765902 0.341218 -0.181518 0.766463 -0.31809 -0.244913 -0.0777836 -1.40848 -0.214395 0.945292 -0.0960049 -0.316711 -0.245547 -0.0774462 -1.40748 -0.213466 0.944599 -0.0938923 
0 0.34071 -0.22876 0.735792 0.340799 -0.22779 0.736435 -0.390601 -0.211532 -0.0955119 -1.46074 -0.263236 0.981754 -0.2071 -0.389082 -0.212232 -0.0951402 -1.45965 -0.262213 0.98099 -0.204772 
0 0.33097 -0.280841 0.700064 0.331259 -0.279815 0.700793 -0.473377 -0.173426 -0.11575 -1.52041 -0.318992 1.02338 -0.333922 -0.471717 -0.174191 -0.115344 -1.51921 -0.317874 1.02254 -0.331378 
0 0.312395 -0.329518 0.663965 0.312875 -0.328525 0.664735 -0.554492 -0.136085 -0.135582 -1.57888 -0.373629 1.06417 -0.458199 -0.552781 -0.136873 -0.135163 -1.57765 -0.372477 1.06331 -0.45539 
0 0.284588 -0.375683 0.626002 0.285238 -0.374791 0.626781 -0.637989 -0.0976472 -0.155996 -1.63906 -0.42987 1.10615 -0.586126 -0.636286 -0.0984291 -0.15558 -1.63784 -0.428722 1.1053 -0.583281 
0 0.248072 -0.417235 0.586755 0.248876 -0.416467 0.58754 -0.723166 -0.0584362 -0.176821 -1.70046 -0.487243 1.14898 -0.716626 -0.721463 -0.0592179 -0.176405 -1.69924 -0.486095 1.14813 -0.713781 
0 0.203557 -0.45254 0.546498 0.204491 -0.451924 0.547287 -0.810046 -0.018441 -0.198063 -1.76308 -0.545763 1.19267 -0.849736 -0.808343 -0.0192254 -0.197646 -1.76186 -0.544616 1.19182 -0.84689 
0 0.154164 -0.479155 0.507102 0.155198 -0.478706 0.507888 -0.895223 0.02077 -0.218888 -1.82448 -0.603136 1.2355 -0.980236 -0.893519 0.0199856 -0.218471 -1.82325 -0.601989 1.23465 -0.97739 
0 0.100575 -0.497048 0.468048 0.101678 -0.49678 0.468824 -0.980399 0.059981 -0.239713 -1.88588 -0.660509 1.27833 -1.11074 -0.978696 0.0591966 -0.239296 -1.88465 -0.659361 1.27748 -1.10789 
0 0.0443716 -0.505683 0.429588 0.0455108 -0.505603 0.43035 -1.06558 0.099192 -0.260538 -1.94727 -0.717881 1.32117 -1.24124 -1.06387 0.0984076 -0.260121 -1.94605 -0.716734 1.32031 -1.23839 
0 -0.0139566 -0.504671 0.39122 -0.0128142 -0.504786 0.39196 -1.15246 0.139187 -0.281779 -2.0099 -0.776401 1.36485 -1.37435 -1.15075 0.138406 -0.281363 -2.00867 -0.775254 1.364 -1.3715 
0 -0.0693395 -0.494352 0.355404 -0.068226 -0.494653 0.356124 -1.23593 0.177614 -0.302188 -2.07007 -0.832627 1.40683 -1.50224 -1.23423 0.17683 -0.301771 -2.06884 -0.831479 1.40597 -1.49939 
0 -0.134958 -0.469149 0.312651 -0.13394 -0.46966 0.313321 -1.33967 0.225371 -0.327551 -2.14484 -0.902504 1.45899 -1.66118 -1.338 0.224603 -0.327142 -2.14364 -0.901376 1.45815 -1.6586 
0 -0.171614 -0.447761 0.288045 -0.170709 -0.448362 0.288661 -1.40203 0.254081 -0.342799 -2.1898 -0.944511 1.49035 -1.75673 -1.40044 0.253349 -0.342409 -2.18865 -0.943437 1.48955 -1.75429 
0 -0.217622 -0.411111 0.255553 -0.216912 -0.411778 0.256075 -1.48833 0.293806 -0.363897 -2.252 -1.00264 1.53375 -1.88894 -1.4869 0.29315 -0.363549 -2.25097 -1.00168 1.53303 -1.88676 
0 -0.245649 -0.381385 0.234209 -0.245077 -0.382066 0.234663 -1.54813 0.321337 -0.378519 -2.29511 -1.04292 1.56382 -1.98057 -1.54683 0.320738 -0.378201 -2.29417 -1.04204 1.56317 -1.97857 
0 -0.27108 -0.346997 0.213011 -0.270644 -0.347665 0.213394 -1.61069 0.350135 -0.393814 -2.3402 -1.08506 1.59528 -2.07641 -1.60953 0.349601 -0.393528 -2.33936 -1.08427 1.59469 -2.07463 
